#tf_id	tg_id	regulatory_function
YDR123C	YLR015W	NaN
YDR123C	YDL037C	NaN
YDR123C	YGR142W	NaN
YDR123C	YKL092C	NaN
YDR123C	YGR041W	NaN
YDR123C	YHL038C	NaN
YDR123C	YDR270W	NaN
YDR123C	YGR217W	NaN
YDR123C	YOR074C	NaN
YDR123C	YOR257W	NaN
YDR123C	YDL165W	NaN
YDR123C	YFL009W	NaN
YDR123C	YPL160W	NaN
YDR123C	YBR029C	NaN
YDR123C	YER026C	NaN
YDR123C	YGR157W	NaN
YDR123C	YBR038W	NaN
YDR123C	YLR330W	NaN
YDR123C	YHR142W	NaN
YDR123C	YPL014W	NaN
YDR123C	YCR005C	NaN
YDR123C	YPR001W	NaN
YDR123C	YLR133W	NaN
YDR123C	YGR108W	NaN
YDR123C	YPR119W	NaN
YDR123C	YLR210W	NaN
YDR123C	YGR109C	NaN
YDR123C	YGR167W	NaN
YDR123C	YPL256C	NaN
YDR123C	YAL040C	NaN
YDR123C	YOR250C	NaN
YDR123C	YPR105C	NaN
YDR123C	YGL005C	NaN
YDR123C	YBR003W	NaN
YDR123C	YLR290C	NaN
YDR123C	YGL119W	NaN
YDR123C	YPL132W	NaN
YDR123C	YLL009C	NaN
YDR123C	YMR256C	NaN
YDR123C	YKL179C	NaN
YDR123C	YNL130C	NaN
YDR123C	YOR100C	NaN
YDR123C	YHR209W	NaN
YDR123C	YGR189C	NaN
YDR123C	YLR429W	NaN
YDR123C	YOL007C	NaN
YDR123C	YBR042C	NaN
YDR123C	YHR109W	NaN
YDR123C	YHR053C	NaN
YDR123C	YHR055C	NaN
YDR123C	YNL245C	NaN
YDR123C	YKL096W	NaN
YDR123C	YDR016C	NaN
YDR123C	YML070W	NaN
YDR123C	YNL314W	NaN
YDR123C	YJR151C	NaN
YDR123C	YGR092W	NaN
YDR123C	YOR046C	NaN
YDR123C	YHR169W	NaN
YDR123C	YIL049W	NaN
YDR123C	YMR238W	NaN
YDR123C	YOR236W	NaN
YDR123C	YOR245C	NaN
YDR123C	YLR437C	NaN
YDR123C	YDR263C	NaN
YDR123C	YLR129W	NaN
YDR123C	YPL265W	NaN
YDR123C	YDR403W	NaN
YDR123C	YDR402C	NaN
YDR123C	YDL174C	NaN
YDR123C	YEL071W	NaN
YDR123C	YMR126C	NaN
YDR123C	YNL116W	NaN
YDR123C	YMR211W	NaN
YDR123C	YHR164C	NaN
YDR123C	YER166W	NaN
YDR123C	YKL213C	NaN
YDR123C	YGR021W	NaN
YDR123C	YLR172C	NaN
YDR123C	YOR114W	NaN
YDR123C	YDR284C	NaN
YDR123C	YKR071C	NaN
YDR123C	YER124C	NaN
YDR123C	YHR143W	NaN
YDR123C	YOR264W	NaN
YDR123C	YNR067C	NaN
YDR123C	YEL070W	NaN
YDR123C	YMR287C	NaN
YDR123C	YBR180W	NaN
YDR123C	YMR171C	NaN
YDR123C	YBL043W	NaN
YDR123C	YMR128W	NaN
YDR123C	YLR228C	NaN
YDR123C	YPL021W	NaN
YDR123C	YHL030W	NaN
YDR123C	YMR176W	NaN
YDR123C	YGR007W	NaN
YDR123C	YNL327W	NaN
YDR123C	YBR177C	NaN
YDR123C	YDR147W	NaN
YDR123C	YJL196C	NaN
YDR123C	YGL231C	NaN
YDR123C	YLL014W	NaN
YDR123C	YLR080W	NaN
YDR123C	YFL048C	NaN
YDR123C	YHR123W	NaN
YDR123C	YGR175C	NaN
YDR123C	YHR007C	NaN
YDR123C	YJL167W	NaN
YDR123C	YLR100W	NaN
YDR123C	YLR056W	NaN
YDR123C	YMR015C	NaN
YDR123C	YML008C	NaN
YDR123C	YHR072W	NaN
YDR123C	YHR190W	NaN
YDR123C	YML130C	NaN
YDR123C	YLR300W	NaN
YDR123C	YOR317W	NaN
YDR123C	YIL009W	NaN
YDR123C	YMR246W	NaN
YDR123C	YFR019W	NaN
YDR123C	YNL127W	NaN
YDR123C	YMR029C	NaN
YDR123C	YKL182W	NaN
YDR123C	YPL231W	NaN
YDR123C	YBR041W	NaN
YDR123C	YLR377C	NaN
YDR123C	YER056C	NaN
YDR123C	YER060W-A	NaN
YDR123C	YMR144W	NaN
YDR123C	YBR101C	NaN
YDR123C	YPR104C	NaN
YDR123C	YCR089W	NaN
YDR123C	YMR306W	NaN
YDR123C	YPL221W	NaN
YDR123C	YIR019C	NaN
YDR123C	YIL134W	NaN
YDR123C	YIL098C	NaN
YDR123C	YHR176W	NaN
YDR123C	YPL222W	NaN
YDR123C	YNL256W	NaN
YDR123C	YNL135C	NaN
YDR123C	YLR214W	NaN
YDR123C	YKL220C	NaN
YDR123C	YOR384W	NaN
YDR123C	YAL028W	NaN
YDR123C	YAL035W	NaN
YDR123C	YMR232W	NaN
YDR123C	YGR196C	NaN
YDR123C	YBR179C	NaN
YDR123C	YOL051W	NaN
YDR123C	YMR215W	NaN
YDR123C	YFL021W	NaN
YDR123C	YCL011C	NaN
YDR123C	YDR283C	NaN
YDR123C	YPL075W	NaN
YDR123C	YPL110C	NaN
YDR123C	YER083C	NaN
YDR123C	YDR358W	NaN
YDR123C	YDR507C	NaN
YDR123C	YCR098C	NaN
YDR123C	YKR058W	NaN
YDR123C	YJL137C	NaN
YDR123C	YDR272W	NaN
YDR123C	YEL046C	NaN
YDR123C	YFL017C	NaN
YDR123C	YOR371C	NaN
YDR123C	YGR149W	NaN
YDR123C	YOL059W	NaN
YDR123C	YDR434W	NaN
YDR123C	YBR244W	NaN
YDR123C	YGR032W	NaN
YDR123C	YOL049W	NaN
YDR123C	YLR258W	NaN
YDR123C	YGR163W	NaN
YDR123C	YEL017W	NaN
YDR123C	YGL084C	NaN
YDR123C	YHL032C	NaN
YDR123C	YIL155C	NaN
YDR123C	YDL234C	NaN
YDR123C	YEL056W	NaN
YDR123C	YGL040C	NaN
YDR123C	YOR237W	NaN
YDR123C	YMR110C	NaN
YDR123C	YGL251C	NaN
YDR123C	YBR009C	NaN
YDR123C	YPL127C	NaN
YDR123C	YOR038C	NaN
YDR123C	YJR140C	NaN
YDR123C	YOR202W	NaN
YDR123C	YOR032C	NaN
YDR123C	YDL227C	NaN
YDR123C	YGL194C	NaN
YDR123C	YMR186W	NaN
YDR123C	YFL014W	NaN
YDR123C	YOR391C	NaN
YDR123C	YLR259C	NaN
YDR123C	YDR258C	NaN
YDR123C	YPL240C	NaN
YDR123C	YOR025W	NaN
YDR123C	YPL067C	NaN
YDR123C	YHR067W	NaN
YDR123C	YML058W-A	NaN
YDR123C	YGL253W	NaN
YDR123C	YHR094C	NaN
YDR123C	YFL011W	NaN
YDR123C	YOL156W	NaN
YDR123C	YIL171W	NaN
YDR123C	YEL069C	NaN
YDR123C	YNR072W	NaN
YDR123C	YMR011W	NaN
YDR123C	YDR345C	NaN
YDR123C	YHR092C	NaN
YDR123C	YJL214W	NaN
YDR123C	YBL059W	NaN
YDR123C	YER078C	NaN
YDR123C	YLR099C	NaN
YDR123C	YMR195W	NaN
YDR123C	YOR189W	NaN
YDR123C	YFR017C	NaN
YDR123C	YJR118C	NaN
YDR123C	YHR216W	NaN
YDR123C	YCR071C	NaN
YDR123C	YLR309C	NaN
YDR123C	YJL082W	NaN
YDR123C	YLR413W	NaN
YDR123C	YHR046C	NaN
YDR123C	YJL153C	NaN
YDR123C	YDR123C	NaN
YDR123C	YOL108C	NaN
YDR123C	YGL150C	NaN
YDR123C	YMR163C	NaN
YDR123C	YBR011C	NaN
YDR123C	YJL051W	NaN
YDR123C	YPR106W	NaN
YDR123C	YJR050W	NaN
YDR123C	YDR497C	NaN
YDR123C	YOL103W	NaN
YDR123C	YDR492W	NaN
YDR123C	YOL101C	NaN
YDR123C	YJL073W	NaN
YDR123C	YKL217W	NaN
YDR123C	YPR169W	NaN
YDR123C	YLL057C	NaN
YDR123C	YLR347C	NaN
YDR123C	YJL034W	NaN
YDR123C	YCL055W	NaN
YDR123C	YDR017C	NaN
YDR123C	YDR122W	NaN
YDR123C	YOR336W	NaN
YDR123C	YGR040W	NaN
YDR123C	YPL053C	NaN
YDR123C	YNL239W	NaN
YDR123C	YLR260W	NaN
YDR123C	YGL085W	NaN
YDR123C	YBR204C	NaN
YDR123C	YMR148W	NaN
