#tf_id	tg_id	regulatory_function
YHR084W	YKL045W	NaN
YHR084W	YIL095W	NaN
YHR084W	YNL279W	NaN
YHR084W	YIL037C	NaN
YHR084W	YPL192C	NaN
YHR084W	YPL156C	NaN
YHR084W	YIL117C	NaN
YHR084W	YML047C	NaN
YHR084W	YDL039C	NaN
YHR084W	YGL053W	NaN
YHR084W	YAR031W	NaN
YHR084W	YOR323C	NaN
YHR084W	YDL043C	NaN
YHR084W	YGR006W	NaN
YHR084W	YJL203W	NaN
YHR084W	YER013W	NaN
YHR084W	YDR243C	NaN
YHR084W	YGR091W	NaN
YHR084W	YGR075C	NaN
YHR084W	YML046W	NaN
YHR084W	YDR235W	NaN
YHR084W	YAL032C	NaN
YHR084W	YPL151C	NaN
YHR084W	YBR237W	NaN
YHR084W	YDL030W	NaN
YHR084W	YKL116C	NaN
YHR084W	YDL214C	NaN
YHR084W	YKR013W	NaN
YHR084W	YJL078C	NaN
YHR084W	YDL055C	NaN
YHR084W	YGR170W	NaN
YHR084W	YJL072C	NaN
YHR084W	YLL010C	NaN
YHR084W	YDR055W	NaN
YHR084W	YLR376C	NaN
YHR084W	YBL046W	NaN
YHR084W	YAL043C	NaN
YHR084W	YDL006W	NaN
YHR084W	YER089C	NaN
YHR084W	YOR090C	NaN
YHR084W	YHR189W	NaN
YHR084W	YOL114C	NaN
YHR084W	YGR156W	NaN
YHR084W	YJR059W	NaN
YHR084W	YER075C	NaN
YHR084W	YKR093W	NaN
YHR084W	YFR029W	NaN
YHR084W	YNL016W	NaN
YHR084W	YLL013C	NaN
YHR084W	YGL014W	NaN
YHR084W	YDR496C	NaN
YHR084W	YER185W	NaN
YHR084W	YNR062C	NaN
YHR084W	YNR063W	NaN
YHR084W	YLR414C	NaN
YHR084W	YGL063W	NaN
YHR084W	YLR165C	NaN
YHR084W	YGR169C	NaN
YHR084W	YLR142W	NaN
YHR084W	YCR057C	NaN
YHR084W	YPL147W	NaN
YHR084W	YGR280C	NaN
YHR084W	YOR347C	NaN
YHR084W	YPR186C	NaN
YHR084W	YPR191W	NaN
YHR084W	YFR033C	NaN
YHR084W	YIL120W	NaN
YHR084W	YIL121W	NaN
