#tf_id	tg_id	regulatory_function
YNL103W	YDR074W	NaN
YNL103W	YDL112W	NaN
YNL103W	YDR453C	NaN
YNL103W	YDL060W	NaN
YNL103W	YOR344C	NaN
YNL103W	YJL048C	NaN
YNL103W	YKL035W	NaN
YNL103W	YMR271C	NaN
YNL103W	YBL039C	NaN
YNL103W	YKL014C	NaN
YNL103W	YJL109C	NaN
YNL103W	YKL099C	NaN
YNL103W	YEL040W	NaN
YNL103W	YGL258W	NaN
YNL103W	YER064C	NaN
YNL103W	YGR065C	NaN
YNL103W	YPL253C	NaN
YNL103W	YHL035C	NaN
YNL103W	YGL095C	NaN
YNL103W	YNL283C	NaN
YNL103W	YHR134W	NaN
YNL103W	YER024W	NaN
YNL103W	YBR053C	NaN
YNL103W	YBR071W	NaN
YNL103W	YBR089W	NaN
YNL103W	YBR090C	NaN
YNL103W	YBR116C	NaN
YNL103W	YBR241C	NaN
YNL103W	YCL049C	NaN
YNL103W	YCR099C	NaN
YNL103W	YLL055W	NaN
YNL103W	YDL057W	NaN
YNL103W	YDL218W	NaN
YNL103W	YDR018C	NaN
YNL103W	YDR514C	NaN
YNL103W	YLR249W	NaN
YNL103W	YEL073C	NaN
YNL103W	YDL072C	NaN
YNL103W	YGL081W	NaN
YNL103W	YGL117W	NaN
YNL103W	YNL160W	NaN
YNL103W	YGR035C	NaN
YNL103W	YGR045C	NaN
YNL103W	YGR234W	NaN
YNL103W	YDR451C	NaN
YNL103W	YHR022C	NaN
YNL103W	YHR033W	NaN
YNL103W	YHR112C	NaN
YNL103W	YHR202W	NaN
YNL103W	YIL165C	NaN
YNL103W	YNL044W	NaN
YNL103W	YIR043C	NaN
YNL103W	YIR044C	NaN
YNL103W	YJL152W	NaN
YNL103W	YJR096W	NaN
YNL103W	YKL095W	NaN
YNL103W	YKL063C	NaN
YNL103W	YLL058W	NaN
YNL103W	YLR042C	NaN
YNL103W	YLR125W	NaN
YNL103W	YLR149C	NaN
YNL103W	YLR326W	NaN
YNL103W	YPR024W	NaN
YNL103W	YML037C	NaN
YNL103W	YML131W	NaN
YNL103W	YMR173W-A	NaN
YNL103W	YMR181C	NaN
YNL103W	YMR262W	NaN
YNL103W	YNL108C	NaN
YNL103W	YNL208W	NaN
YNL103W	YNR064C	NaN
YNL103W	YOL019W	NaN
YNL103W	YOL153C	NaN
YNL103W	YOL162W	NaN
YNL103W	YOL163W	NaN
YNL103W	YOR012W	NaN
YNL103W	YOR268C	NaN
YNL103W	YOR309C	NaN
YNL103W	YLR121C	NaN
YNL103W	YBR054W	NaN
YNL103W	YBR162W-A	NaN
YNL103W	YOL109W	NaN
YNL103W	YOL154W	NaN
YNL103W	YGL255W	NaN
YNL103W	YBR046C	NaN
YNL103W	YNL241C	NaN
YNL167C	YMR072W	NaN
YNL167C	YKL206C	NaN
YNL167C	YAR015W	NaN
YNL167C	YMR282C	NaN
YNL167C	YNR044W	NaN
YNL167C	YGL032C	NaN
YNL167C	YLR109W	NaN
YNL167C	YMR092C	NaN
YNL167C	YBR211C	NaN
YNL167C	YBR151W	NaN
YNL167C	YBR288C	NaN
YNL167C	YNL065W	NaN
YNL167C	YNR035C	NaN
YNL167C	YNR019W	NaN
YNL167C	YOL058W	NaN
YNL167C	YHR018C	NaN
YNL167C	YER069W	NaN
YNL167C	YMR042W	NaN
YNL167C	YGL148W	NaN
YNL167C	YDL029W	NaN
YNL167C	YBR217W	NaN
YNL167C	YOL082W	NaN
YNL167C	YOL083W	NaN
YNL167C	YPL250C	NaN
YNL167C	YNL315C	NaN
YNL167C	YIL015W	NaN
YNL167C	YHR208W	NaN
YNL167C	YJR148W	NaN
YNL167C	YPL255W	NaN
YNL167C	YLR412W	NaN
YNL167C	YPR176C	NaN
YNL167C	YDR099W	NaN
YNL167C	YJR025C	NaN
YNL167C	YNL166C	NaN
YNL167C	YPR057W	NaN
YNL167C	YDL037C	NaN
YNL167C	YMR055C	NaN
YNL167C	YOR026W	NaN
YNL167C	YNR027W	NaN
YNL167C	YLR353W	NaN
YNL167C	YKL007W	NaN
YNL167C	YLR438W	NaN
YNL167C	YJR060W	NaN
YNL167C	YPL215W	NaN
YNL167C	YOR074C	NaN
YNL167C	YMR001C	NaN
YNL167C	YGL130W	NaN
YNL167C	YBR135W	NaN
YNL167C	YNL298W	NaN
YNL167C	YGR108W	NaN
YNL167C	YMR199W	NaN
YNL167C	YNL051W	NaN
YNL167C	YLR290C	NaN
YNL167C	YHL048W	NaN
YNL167C	YJL003W	NaN
YNL167C	YNR028W	NaN
YNL167C	YHR146W	NaN
YNL167C	YBR161W	NaN
YNL167C	YOL007C	NaN
YNL167C	YIL169C	NaN
YNL167C	YML112W	NaN
YNL167C	YGL110C	NaN
YNL167C	YPL177C	NaN
YNL167C	YKL096W	NaN
YNL167C	YOR037W	NaN
YNL167C	YEL039C	NaN
YNL167C	YKL087C	NaN
YNL167C	YML070W	NaN
YNL167C	YIR032C	NaN
YNL167C	YJR152W	NaN
YNL167C	YGR113W	NaN
YNL167C	YJR150C	NaN
YNL167C	YNR038W	NaN
YNL167C	YKL149C	NaN
YNL167C	YPL049C	NaN
YNL167C	YPL265W	NaN
YNL167C	YNL116W	NaN
YNL167C	YIL010W	NaN
YNL167C	YDR121W	NaN
YNL167C	YOR264W	NaN
YNL167C	YIR010W	NaN
YNL167C	YHL016C	NaN
YNL167C	YDR370C	NaN
YNL167C	YPR023C	NaN
YNL167C	YGR146C	NaN
YNL167C	YBR065C	NaN
YNL167C	YJL196C	NaN
YNL167C	YPL086C	NaN
YNL167C	YFL048C	NaN
YNL167C	YDR040C	NaN
YNL167C	YHR007C	NaN
YNL167C	YJL167W	NaN
YNL167C	YML008C	NaN
YNL167C	YBR026C	NaN
YNL167C	YLR300W	NaN
YNL167C	YOR033C	NaN
YNL167C	YMR144W	NaN
YNL167C	YMR058W	NaN
YNL167C	YBR040W	NaN
YNL167C	YCR089W	NaN
YNL167C	YOR383C	NaN
YNL167C	YAL053W	NaN
YNL167C	YGR052W	NaN
YNL167C	YOR381W	NaN
YNL167C	YNR060W	NaN
YNL167C	YLR047C	NaN
YNL167C	YOR324C	NaN
YNL167C	YHR049W	NaN
YNL167C	YCL027W	NaN
YNL167C	YLR081W	NaN
YNL167C	YKR039W	NaN
YNL167C	YLR343W	NaN
YNL167C	YMR136W	NaN
YNL167C	YDR019C	NaN
YNL167C	YMR189W	NaN
YNL167C	YAL044C	NaN
YNL167C	YDL198C	NaN
YNL167C	YDR309C	NaN
YNL167C	YML094W	NaN
YNL167C	YNL255C	NaN
YNL167C	YDR272W	NaN
YNL167C	YPL091W	NaN
YNL167C	YNL274C	NaN
YNL167C	YGR149W	NaN
YNL167C	YDL022W	NaN
YNL167C	YBR244W	NaN
YNL167C	YPL223C	NaN
YNL167C	YOL151W	NaN
YNL167C	YJL101C	NaN
YNL167C	YGR102C	NaN
YNL167C	YML121W	NaN
YNL167C	YIL041W	NaN
YNL167C	YJL044C	NaN
YNL167C	YFL027C	NaN
YNL167C	YJL110C	NaN
YNL167C	YPR005C	NaN
YNL167C	YLR192C	NaN
YNL167C	YBL032W	NaN
YNL167C	YLL022C	NaN
YNL167C	YOR038C	NaN
YNL167C	YFR025C	NaN
YNL167C	YCL030C	NaN
YNL167C	YDR158W	NaN
