#tf_id	tg_id	regulatory_function
YKL062W	YOR273C	NaN
YKL062W	YBR126C	NaN
YKL062W	YDR074W	NaN
YKL062W	YMR261C	NaN
YKL062W	YDR120C	NaN
YKL062W	YOL124C	NaN
YKL062W	YKR056W	NaN
YKL062W	YDR165W	NaN
YKL062W	YDR354W	NaN
YKL062W	YGR209C	NaN
YKL062W	YCR083W	NaN
YKL062W	YML028W	NaN
YKL062W	YDR453C	NaN
YKL062W	YML100W	NaN
YKL062W	YDL060W	NaN
YKL062W	YLR435W	NaN
YKL062W	YOR187W	NaN
YKL062W	YKL210W	NaN
YKL062W	YHR111W	NaN
YKL062W	YDR092W	NaN
YKL062W	YDR059C	NaN
YKL062W	YEL012W	NaN
YKL062W	YLL039C	NaN
YKL062W	YDL122W	NaN
YKL062W	YBR058C	NaN
YKL062W	YMR304W	NaN
YKL062W	YIL156W	NaN
YKL062W	YER098W	NaN
YKL062W	YBR165W	NaN
YKL062W	YDL091C	NaN
YKL062W	YMR067C	NaN
YKL062W	YDR330W	NaN
YKL062W	YJL048C	NaN
YKL062W	YGR048W	NaN
YKL062W	YGR019W	NaN
YKL062W	YBR006W	NaN
YKL062W	YKL035W	NaN
YKL062W	YDL169C	NaN
YKL062W	YPL186C	NaN
YKL062W	YFR026C	NaN
YKL062W	YBR173C	NaN
YKL062W	YKL216W	NaN
YKL062W	YMR271C	NaN
YKL062W	YEL021W	NaN
YKL062W	YBL039C	NaN
YKL062W	YML029W	NaN
YKL062W	YPL230W	NaN
YKL062W	YKR042W	NaN
YKL062W	YJL109C	NaN
YKL062W	YKL099C	NaN
YKL062W	YLR222C	NaN
YKL062W	YML093W	NaN
YKL062W	YJL069C	NaN
YKL062W	YBL004W	NaN
YKL062W	YLR409C	NaN
YKL062W	YGR090W	NaN
YKL062W	YOR004W	NaN
YKL062W	YIL091C	NaN
YKL062W	YDR324C	NaN
YKL062W	YDR449C	NaN
YKL062W	YGR128C	NaN
YKL062W	YJR049C	NaN
YKL062W	YEL035C	NaN
YKL062W	YKR105C	NaN
YKL062W	YGL258W	NaN
YKL062W	YER128W	NaN
YKL062W	YGR065C	NaN
YKL062W	YPL253C	NaN
YKL062W	YPR036W	NaN
YKL062W	YEL051W	NaN
YKL062W	YHL035C	NaN
YKL062W	YDR049W	NaN
YKL062W	YKR001C	NaN
YKL062W	YBR097W	NaN
YKL062W	YJR102C	NaN
YKL062W	YHR012W	NaN
YKL062W	YPR173C	NaN
YKL062W	YGL095C	NaN
YKL062W	YDR027C	NaN
YKL062W	YGL104C	NaN
YKL062W	YDR089W	NaN
YKL062W	YIL173W	NaN
YKL062W	YJL222W	NaN
YKL062W	YOR359W	NaN
YKL062W	YHL028W	NaN
YKL062W	YOR230W	NaN
YKL062W	YFL010C	NaN
YKL062W	YIL101C	NaN
YKL062W	YGR194C	NaN
YKL062W	YLR070C	NaN
YKL062W	YJL141C	NaN
YKL062W	YAR010C	NaN
YKL062W	YAR028W	NaN
YKL062W	YPL239W	NaN
YKL062W	YAR035W	NaN
YKL062W	YER024W	NaN
YKL062W	YBL028C	NaN
YKL062W	YBL029C-A	NaN
YKL062W	YBL086C	NaN
YKL062W	YBR053C	NaN
YKL062W	YBR056W	NaN
YKL062W	YBR062C	NaN
YKL062W	YBR085C-A	NaN
YKL062W	YBR090C	NaN
YKL062W	YBR116C	NaN
YKL062W	YBR134W	NaN
YKL062W	YBR137W	NaN
YKL062W	YBR219C	NaN
YKL062W	YBR241C	NaN
YKL062W	YBR284W	NaN
YKL062W	YBR285W	NaN
YKL062W	YGR203W	NaN
YKL062W	YNL154C	NaN
YKL062W	YCL041C	NaN
YKL062W	YCL042W	NaN
YKL062W	YCR050C	NaN
YKL062W	YCR051W	NaN
YKL062W	YCR061W	NaN
YKL062W	YCR099C	NaN
YKL062W	YCR102C	NaN
YKL062W	YLL055W	NaN
YKL062W	YPL087W	NaN
YKL062W	YNL064C	NaN
YKL062W	YDL009C	NaN
YKL062W	YDL057W	NaN
YKL062W	YDL114W	NaN
YKL062W	YDL124W	NaN
YKL062W	YDL199C	NaN
YKL062W	YDL206W	NaN
YKL062W	YDR018C	NaN
YKL062W	YDR034W-B	NaN
YKL062W	YDR132C	NaN
YKL062W	YDR222W	NaN
YKL062W	YDR248C	NaN
YKL062W	YDR306C	NaN
YKL062W	YDR391C	NaN
YKL062W	YDR476C	NaN
YKL062W	YEL023C	NaN
YKL062W	YEL073C	NaN
YKL062W	YER039C-A	NaN
YKL062W	YER053C-A	NaN
YKL062W	YER079W	NaN
YKL062W	YER121W	NaN
YKL062W	YER138C	NaN
YKL062W	YER160C	NaN
YKL062W	YER186C	NaN
YKL062W	YMR040W	NaN
YKL062W	YFL012W	NaN
YKL062W	YFL040W	NaN
YKL062W	YFL051C	NaN
YKL062W	YFL067W	NaN
YKL062W	YFR006W	NaN
YKL062W	YFR018C	NaN
YKL062W	YGL039W	NaN
YKL062W	YGL114W	NaN
YKL062W	YGL117W	NaN
YKL062W	YGL138C	NaN
YKL062W	YGL230C	NaN
YKL062W	YGL242C	NaN
YKL062W	YGL258W-A	NaN
YKL062W	YNL160W	NaN
YKL062W	YGR035C	NaN
YKL062W	YGR066C	NaN
YKL062W	YGR067C	NaN
YKL062W	YGR073C	NaN
YKL062W	YGR079W	NaN
YKL062W	YGR109W-B	NaN
YKL062W	YGR111W	NaN
YKL062W	YGR122W	NaN
YKL062W	YGR127W	NaN
YKL062W	YGR130C	NaN
YKL062W	YGR137W	NaN
YKL062W	YGR283C	NaN
YKL062W	YGR234W	NaN
YKL062W	YHR048W	NaN
YKL062W	YHL012W	NaN
YKL062W	YHL037C	NaN
YKL062W	YHL041W	NaN
YKL062W	YHR033W	NaN
YKL062W	YHR112C	NaN
YKL062W	YHR138C	NaN
YKL062W	YHR140W	NaN
YKL062W	YCR059C	NaN
YKL062W	YIL012W	NaN
YKL062W	YIL014C-A	NaN
YKL062W	YIL059C	NaN
YKL062W	YIL108W	NaN
YKL062W	YNL044W	NaN
YKL062W	YIR016W	NaN
YKL062W	YIR043C	NaN
YKL062W	YJL015C	NaN
YKL062W	YJL017W	NaN
YKL062W	YJL043W	NaN
YKL062W	YJL045W	NaN
YKL062W	YJL068C	NaN
YKL062W	YJL107C	NaN
YKL062W	YJL132W	NaN
YKL062W	YJL142C	NaN
YKL062W	YJL163C	NaN
YKL062W	YJL213W	NaN
YKL062W	YJL225C	NaN
YKL062W	YJR012C	NaN
YKL062W	YJR026W	NaN
YKL062W	YJR027W	NaN
YKL062W	YJR028W	NaN
YKL062W	YJR029W	NaN
YKL062W	YJR079W	NaN
YKL062W	YJR096W	NaN
YKL062W	YJR114W	NaN
YKL062W	YJR115W	NaN
YKL062W	YJR149W	NaN
YKL062W	YIL023C	NaN
YKL062W	YKL091C	NaN
YKL062W	YKL107W	NaN
YKL062W	YKL136W	NaN
YKL062W	YKR005C	NaN
YKL062W	YKR011C	NaN
YKL062W	YKR075C	NaN
YKL062W	YLL056C	NaN
YKL062W	YLL058W	NaN
YKL062W	YLR030W	NaN
YKL062W	YLR042C	NaN
YKL062W	YLR125W	NaN
YKL062W	YLR126C	NaN
YKL062W	YLR149C	NaN
YKL062W	YLR152C	NaN
YKL062W	YLR162W	NaN
YKL062W	YLR177W	NaN
YKL062W	YLR179C	NaN
YKL062W	YLR202C	NaN
YKL062W	YLR225C	NaN
YKL062W	YLR252W	NaN
YKL062W	YLR280C	NaN
YKL062W	YLR283W	NaN
YKL062W	YLR294C	NaN
YKL062W	YLR297W	NaN
YKL062W	YLR311C	NaN
YKL062W	YLR345W	NaN
YKL062W	YLR363W-A	NaN
YKL062W	YLR460C	NaN
YKL062W	YBR104W	NaN
YKL062W	YML040W	NaN
YKL062W	YML045W	NaN
YKL062W	YML131W	NaN
YKL062W	YML025C	NaN
YKL062W	YMR013W-A	NaN
YKL062W	YMR027W	NaN
YKL062W	YMR046C	NaN
YKL062W	YMR051C	NaN
YKL062W	YMR084W	NaN
YKL062W	YMR085W	NaN
YKL062W	YMR090W	NaN
YKL062W	YMR114C	NaN
YKL062W	YMR155W	NaN
YKL062W	YMR173W-A	NaN
YKL062W	YMR181C	NaN
YKL062W	YMR187C	NaN
YKL062W	YMR196W	NaN
YKL062W	YMR206W	NaN
YKL062W	YMR262W	NaN
YKL062W	YMR295C	NaN
YKL062W	YMR315W	NaN
YKL062W	YMR317W	NaN
YKL062W	YKL067W	NaN
YKL062W	YNL011C	NaN
YKL062W	YNL034W	NaN
YKL062W	YNL035C	NaN
YKL062W	YNL092W	NaN
YKL062W	YNL122C	NaN
YKL062W	YNL134C	NaN
YKL062W	YNL144C	NaN
YKL062W	YNL146W	NaN
YKL062W	YNL162W-A	NaN
YKL062W	YNL194C	NaN
YKL062W	YNL195C	NaN
YKL062W	YNL234W	NaN
YKL062W	YNL276C	NaN
YKL062W	YNR014W	NaN
YKL062W	YNR064C	NaN
YKL062W	YNR065C	NaN
YKL062W	YNR068C	NaN
YKL062W	YOL038C-A	NaN
YKL062W	YOL057W	NaN
YKL062W	YOL075C	NaN
YKL062W	YOL131W	NaN
YKL062W	YOL150C	NaN
YKL062W	YOL153C	NaN
YKL062W	YOL162W	NaN
YKL062W	YOL163W	NaN
YKL062W	YPR028W	NaN
YKL062W	YOR008C-A	NaN
YKL062W	YOR186W	NaN
YKL062W	YOR289W	NaN
YKL062W	YOR292C	NaN
YKL062W	YOR309C	NaN
YKL062W	YOR385W	NaN
YKL062W	YOR387C	NaN
YKL062W	YOR389W	NaN
YKL062W	YBR183W	NaN
YKL062W	YDL235C	NaN
YKL062W	YFR003C	NaN
YKL062W	YMR104C	NaN
YKL062W	YOR291W	NaN
YKL062W	YPL113C	NaN
YKL062W	YPL225W	NaN
YKL062W	YPL245W	NaN
YKL062W	YPL247C	NaN
YKL062W	YPL264C	NaN
YKL062W	YPL276W	NaN
YKL062W	YPR011C	NaN
YKL062W	YPR015C	NaN
YKL062W	YPR063C	NaN
YKL062W	YPR078C	NaN
YKL062W	YPR114W	NaN
YKL062W	YPR174C	NaN
YKL062W	YPR202W	NaN
YKL062W	YGL259W	NaN
YKL062W	YIR039C	NaN
YKL062W	YHR105W	NaN
YKL062W	YNL093W	NaN
YKL062W	YBR054W	NaN
YKL062W	YBR111C	NaN
YKL062W	YHR016C	NaN
YKL062W	YDR326C	NaN
YKL062W	YKR053C	NaN
YKL062W	YNL237W	NaN
YKL062W	YOR087W	NaN
YKL062W	YOL109W	NaN
YKL062W	YDR285W	NaN
YKL062W	YGR211W	NaN
YKL062W	YER033C	NaN
YKL062W	YGL255W	NaN
YKL062W	YBR046C	NaN
YKL062W	YNL241C	NaN
YKL109W	YMR056C	NaN
YKL109W	YNL141W	NaN
YKL109W	YLR027C	NaN
YKL109W	YLR131C	NaN
YKL109W	YBL015W	NaN
YKL109W	YDR161W	NaN
YKL109W	YLR304C	NaN
YKL109W	YAR015W	NaN
YKL109W	YMR120C	NaN
YKL109W	YDR408C	NaN
YKL109W	YOL086C	NaN
YKL109W	YMR303C	NaN
YKL109W	YMR083W	NaN
YKL109W	YGL256W	NaN
YKL109W	YDR226W	NaN
YKL109W	YLR040C	NaN
YKL109W	YLR397C	NaN
YKL109W	YNR044W	NaN
YKL109W	YGL032C	NaN
YKL109W	YFL030W	NaN
YKL109W	YLR109W	NaN
YKL109W	YIL158W	NaN
YKL109W	YML087C	NaN
YKL109W	YPR004C	NaN
YKL109W	YDL237W	NaN
YKL109W	YOR034C	NaN
YKL109W	YMR169C	NaN
YKL109W	YOR374W	NaN
YKL109W	YPL061W	NaN
YKL109W	YBR070C	NaN
YKL109W	YGL065C	NaN
YKL109W	YOR002W	NaN
YKL109W	YGL021W	NaN
YKL109W	YBR158W	NaN
YKL109W	YPL195W	NaN
YKL109W	YMR041C	NaN
YKL109W	YIL062C	NaN
YKL109W	YLR370C	NaN
YKL109W	YOL058W	NaN
YKL109W	YJL088W	NaN
YKL109W	YHR018C	NaN
YKL109W	YMR062C	NaN
YKL109W	YGL157W	NaN
YKL109W	YHL040C	NaN
YKL109W	YDR380W	NaN
YKL109W	YPR060C	NaN
YKL109W	YHR137W	NaN
YKL109W	YDR106W	NaN
YKL109W	YDR101C	NaN
YKL109W	YJL170C	NaN
YKL109W	YKL185W	NaN
YKL109W	YPR145W	NaN
YKL109W	YBL069W	NaN
YKL109W	YLR312C	NaN
YKL109W	YNR002C	NaN
YKL109W	YBL099W	NaN
YKL109W	YNL315C	NaN
YKL109W	YLR295C	NaN
YKL109W	YPL271W	NaN
YKL109W	YDL004W	NaN
YKL109W	YDR377W	NaN
YKL109W	YML081C-A	NaN
YKL109W	YOL077W-A	NaN
YKL109W	YJR121W	NaN
YKL109W	YPR020W	NaN
YKL109W	YBR039W	NaN
YKL109W	YPL078C	NaN
YKL109W	YDR298C	NaN
YKL109W	Q0085	NaN
YKL109W	YKL016C	NaN
YKL109W	YNL259C	NaN
YKL109W	YPR122W	NaN
YKL109W	YIL140W	NaN
YKL109W	YIL124W	NaN
YKL109W	YOR134W	NaN
YKL109W	YDR046C	NaN
YKL109W	YIL015W	NaN
YKL109W	YJR148W	NaN
YKL109W	YAL060W	NaN
YKL109W	YAL061W	NaN
YKL109W	YLR412W	NaN
YKL109W	YHR101C	NaN
YKL109W	YNR058W	NaN
YKL109W	YDR099W	NaN
YKL109W	YBR141C	NaN
YKL109W	YIL096C	NaN
YKL109W	YJR025C	NaN
YKL109W	YAL046C	NaN
YKL109W	YOL077C	NaN
YKL109W	YDL037C	NaN
YKL109W	YPL069C	NaN
YKL109W	YDR252W	NaN
YKL109W	YNR027W	NaN
YKL109W	YGR262C	NaN
YKL109W	YJR092W	NaN
YKL109W	YOR299W	NaN
YKL109W	YLR353W	NaN
YKL109W	YGR041W	NaN
YKL109W	YML111W	NaN
YKL109W	YIL083C	NaN
YKL109W	YDR423C	NaN
YKL109W	YLR438W	NaN
YKL109W	YPL178W	NaN
YKL109W	YJL209W	NaN
YKL109W	YPL215W	NaN
YKL109W	YDR197W	NaN
YKL109W	YDL220C	NaN
YKL109W	YOR074C	NaN
YKL109W	YDL165W	NaN
YKL109W	YLR229C	NaN
YKL109W	YMR213W	NaN
YKL109W	YCL064C	NaN
YKL109W	YBR038W	NaN
YKL109W	YDR267C	NaN
YKL109W	YHR122W	NaN
YKL109W	YOR028C	NaN
YKL109W	YJL158C	NaN
YKL109W	YNR001C	NaN
YKL109W	YNL298W	NaN
YKL109W	YGR109C	NaN
YKL109W	YMR199W	NaN
YKL109W	YPL256C	NaN
YKL109W	YAL058W	NaN
YKL109W	Q0105	NaN
YKL109W	YBL045C	NaN
YKL109W	YGL263W	NaN
YKL109W	YOR316C	NaN
YKL109W	Q0045	NaN
YKL109W	YLR038C	NaN
YKL109W	YGL191W	NaN
YKL109W	YLL009C	NaN
YKL109W	Q0250	NaN
YKL109W	Q0275	NaN
YKL109W	YGL187C	NaN
YKL109W	YNL052W	NaN
YKL109W	YIL111W	NaN
YKL109W	YHR051W	NaN
YKL109W	YMR256C	NaN
YKL109W	YLR395C	NaN
YKL109W	YJR109C	NaN
YKL109W	YJL172W	NaN
YKL109W	YDL142C	NaN
YKL109W	YOL007C	NaN
YKL109W	YPL200W	NaN
YKL109W	YMR078C	NaN
YKL109W	YPL181W	NaN
YKL109W	YBR291C	NaN
YKL109W	YLR286C	NaN
YKL109W	YHR053C	NaN
YKL109W	YHR055C	NaN
YKL109W	YKL096W	NaN
YKL109W	YML054C	NaN
YKL109W	YJR048W	NaN
YKL109W	YEL039C	NaN
YKL109W	YJL005W	NaN
YKL109W	YAL012W	NaN
YKL109W	YOR065W	NaN
YKL109W	YKL087C	NaN
YKL109W	YFL053W	NaN
YKL109W	YIR029W	NaN
YKL109W	YNL314W	NaN
YKL109W	YJR150C	NaN
YKL109W	YNL112W	NaN
YKL109W	YKR024C	NaN
YKL109W	YIR030C	NaN
YKL109W	YOR173W	NaN
YKL109W	YMR173W	NaN
YKL109W	YOR311C	NaN
YKL109W	YKL078W	NaN
YKL109W	YDR403W	NaN
YKL109W	YDL174C	NaN
YKL109W	YMR126C	NaN
YKL109W	YHR044C	NaN
YKL109W	YKL191W	NaN
YKL109W	YLR172C	NaN
YKL109W	YLL008W	NaN
YKL109W	YOR223W	NaN
YKL109W	YER124C	NaN
YKL109W	YHR143W	NaN
YKL109W	YOR264W	NaN
YKL109W	YNR067C	NaN
