#tf_id	tg_id	regulatory_function
YER111C	YOR206W	NaN
YER111C	YLR002C	NaN
YER111C	YPR144C	NaN
YER111C	YPL093W	NaN
YER111C	YER002W	NaN
YER111C	YLR197W	NaN
YER111C	YOL144W	NaN
YER111C	YJL010C	NaN
YER111C	YGR043C	NaN
YER111C	YIR035C	NaN
YER111C	YBR066C	NaN
YER111C	YNR009W	NaN
YER111C	YOR071C	NaN
YER111C	YDR001C	NaN
YER111C	YOR373W	NaN
YER111C	YKL068W	NaN
YER111C	YGL038C	NaN
YER111C	YPL134C	NaN
YER111C	YOR222W	NaN
YER111C	YIL136W	NaN
YER111C	YOL032W	NaN
YER111C	YPR194C	NaN
YER111C	YPR162C	NaN
YER111C	YLR350W	NaN
YER111C	YKR003W	NaN
YER111C	YDL232W	NaN
YER111C	YGL226C-A	NaN
YER111C	YLR054C	NaN
YER111C	YHL013C	NaN
YER111C	YHR179W	NaN
YER111C	YJL104W	NaN
YER111C	YLR008C	NaN
YER111C	YOL115W	NaN
YER111C	YOR394W	NaN
YER111C	YNL015W	NaN
YER111C	YNL289W	NaN
YER111C	YDL127W	NaN
YER111C	YHR071W	NaN
YER111C	YDR081C	NaN
YER111C	YLR455W	NaN
YER111C	YGL013C	NaN
YER111C	YDR406W	NaN
YER111C	YNR070W	NaN
YER111C	YOR153W	NaN
YER111C	YGR058W	NaN
YER111C	YOR036W	NaN
YER111C	YPL154C	NaN
YER111C	YER058W	NaN
YER111C	YJR034W	NaN
YER111C	YGL153W	NaN
YER111C	YPL112C	NaN
YER111C	YDR459C	NaN
YER111C	YOL136C	NaN
YER111C	YMR105C	NaN
YER111C	YKL043W	NaN
YER111C	YDR281C	NaN
YER111C	YOL084W	NaN
YER111C	YER037W	NaN
YER111C	YAR071W	NaN
YER111C	YHR215W	NaN
YER111C	YBR092C	NaN
YER111C	YBR093C	NaN
YER111C	YBR296C	NaN
YER111C	YJL198W	NaN
YER111C	YDR313C	NaN
YER111C	YER053C	NaN
YER111C	YLR273C	NaN
YER111C	YBL051C	NaN
YER111C	YKL164C	NaN
YER111C	YKL163W	NaN
YER111C	YJL160C	NaN
YER111C	YIL042C	NaN
YER111C	YMR123W	NaN
YER111C	YMR008C	NaN
YER111C	YMR006C	NaN
YER111C	YOL011W	NaN
YER111C	YDR501W	NaN
YER111C	YOR161C	NaN
YER111C	YPL144W	NaN
YER111C	YNL102W	NaN
YER111C	YBR088C	NaN
YER111C	YCR014C	NaN
YER111C	YNR052C	NaN
YER111C	YBR257W	NaN
YER111C	YBR167C	NaN
YER111C	YNL217W	NaN
YER111C	YEL060C	NaN
YER111C	YIL117C	NaN
YER111C	YGL053W	NaN
YER111C	YGL120C	NaN
YER111C	YDL030W	NaN
YER111C	YOR361C	NaN
YER111C	YBL064C	NaN
YER111C	YJL079C	NaN
YER111C	YKR013W	NaN
YER111C	YDL055C	NaN
YER111C	YMR308C	NaN
YER111C	YOL146W	NaN
YER111C	YMR137C	NaN
